Sailmaker,1788873467,90,Pirate #351
Swab,1737336666,22.1551,Pirate #396
Swab,1744324877,24.1807,Pirate #333
Swab,1744482717,27,Pirate #1589
Swab,1744483421,27,Pirate #1975
Swab,1744483421,27,Pirate #547
Swab,1744483421,27,Pirate #662
Swab,1744484144,27,Pirate #1867
Swab,1744922946,30.1551,Pirate #1363
Swab,1745170410,28.1341,Pirate #1785
Swab,1745170410,29.1761,Pirate #1827
Swab,1745170779,27,Pirate #333
Swab,1745170919,27,Pirate #1961
Swab,1745186762,27,Pirate #1973
Swab,1745186762,27,Pirate #58
Swab,1745215945,35.1551,Pirate #462
Swab,1745215945,35.1551,Pirate #782
Swab,1745215945,27,Pirate #1604
Swab,1745215945,27,Pirate #1815
Swab,1745215945,27,Pirate #386
Swab,1764378077,21.1551,Pirate #1879
Swab,1764675850,21.1551,Pirate #840
Swab,1764706925,23.0372,Pirate #1645
Swab,1764706925,28.2729,Pirate #1690
Swab,1764745770,29.0107,Pirate #1773
Swab,1765640147,32.1551,Pirate #1329
Swab,1765640147,32.1551,Pirate #1515
Swab,1765640147,31,Pirate #1323
Swab,1766265681,31,Pirate #1094
Swab,1767998517,35.1551,Pirate #676
Swab,1768014589,31,Pirate #42
Swab,1768020252,31,Pirate #626
Swab,1771095402,31,Pirate #133
Swab,1771095402,31,Pirate #1903
Swab,1771095711,31,Pirate #1898
Swab,1771105236,34,Pirate #1156
Swab,1771105236,34,Pirate #1238
Swab,1772689357,48.4131,Pirate #782
Swab,1772690067,48.7557,Pirate #462
Swab,1772690067,48.7557,Pirate #642
Swab,1773666797,39,Pirate #1708
Swab,1778630451,19,Pirate #626
Swab,1780593331,16,Pirate #1329
Swab,1780593527,16,Pirate #213
Swab,1785009849,17,Pirate #213
Swab,1788873467,22,Pirate #1066
Swab,1788873467,44,Pirate #1414
Swab,1788873467,22,Pirate #1604
Swab,1788873467,45,Pirate #171
Swab,1788873467,22,Pirate #1815
Swab,1788873467,22,Pirate #1840
Swab,1788873467,45,Pirate #1897
Swab,1788873467,23,Pirate #1966
Swab,1788873467,45,Pirate #259
Swab,1788873467,22,Pirate #386
Swab,1788873467,40,Pirate #426
